id,Gruppe,submitdate,lastpage,startlanguage,seed,startdate,datestamp,MotherCode,Amount_Share,Amount_Post,Amount_Edit,Total_Publications,Total_Interventions,Fehler,Usability,Verbesserung,Sonstiges,SDB_01CON_T2,SDB_02CON_T2,SDB_03CON_T2,SDB_04RB_T2,SDB_05RB_T2,SDB_06RB_T2,SDB_07SPR_T2,SDB_08SPR_T2,SDB_09SPR_T2,SDB_10EN_T2,SDB_11EN_T2,SDB_12EN_T2,PC_01PC_T2,PC_02PC_T2,PC_03PC_T2,RISK1_01RISK_T2,RISK1_02RISK_T2,RISK1_03RISK_T2,RISK1_04RISK_T2,RISK2_05RISK_T2,EPC_01EIPC,EPC_02EIPC,EPC_03EIPC,EPC_04EIPC,EPC_05EIPC,EPC_06EIPC,EPC_111Q4,Abfrage,Alter,Schule,Schule_other,Bildung,Bildung_other,Beruf,Beruf_other,InfoEnagram,InstallationEnagram,RegCode,Apps_1,Apps_2,Apps_3,Apps_4,Apps_5,Apps_6,Apps_7,Apps_8,Apps_9,Apps_10,Apps_11,Apps_12,Apps_13,Apps2,SNSJahre,WhatsappZeit,InstagramZeit,TwitterZeit,FacebookZeit,FacebookMessZeit,TikTokZeit,SnapchatZeit,DiscordZeit,ThreemaZeit,SkypeZeit,iMessageZeit,TelegramZeit,SonstigeZeit,BEN,CTRL,EIPC,RSK1_R,RSK3_R,RSK
7,2,10/7/2021 9:37:25,17,de,2046695920,10/7/2021 9:18:33,10/7/2021 9:37:25,AA20986S,0,5,0,5,5,"Es gab während der 7 Tage keine technischen Fehler, alles hat sehr gut und flüssig funktioniert.","Die App sah sehr provisorisch aus. Das Design hat mir nicht so sehr zugesagt. Außerdem habe ich mich durch die Pop Up Benachrichtigungen, die vor dem möglichen Verlust des Arbeitsplatzes nach dem Posten auf Social Media gewarnt haben, sehr gestört gefühlt. Außerdem war es nicht möglich, Videos mit Enagram zu posten. Als ich ein Video posten wollte, konnte ich es nach dem Öffnen von der Galerie durch Enagram nicht aufrufen, was mich sehr enttäuscht hat.","Generell habe ich den Sinn der App Enagram nicht wirklich verstanden. Ich habe mich durch die Benachrichtigungen negativ beeinflusst gefühlt. Deshalb würde ich diese tatsächlich entfernen, auch wenn dies womöglich der Sinn dieser App darstellt.", ,7,7,7,6,5,4,7,7,6,7,7,6,6,2,5,3,3,5,3,5,2,1,2,2,4,4,4,1,23,7, ,7, ,2, ,1,1,SWE-3NA-009,1,1,1,1,0,1,0,1,0,0,0,0,0, ,11,90,65,10,10,0,180,0,0,0,0,0,0,30,6.33333333333333,4.33333333333333,2.5,5,3,3.5
29,2,10/7/2021 19:31:35,17,de,1217179343,10/7/2021 19:07:58,10/7/2021 19:31:35,BE09974C,0,4,0,4,4,nein alles hat funktioniert.,"Die Bilder wurden stets als Quadrat angezeigt. Ich poste auf Instagram primär Stories. Diese sind nicht 1:1. Es war ja auch kein Problem andere Formate zu posten, aber es war komisch die Bilder in dem Format in der App zu sehen, auch wenn man diese nicht so posten wollte. Allgemein sieht das Design etwas veraltet aus.","Allgemein sieht das Design etwas veraltet aus. Es wäre auch cool, wenn die App Anmerkungen passend zum Bild geben würde. Nicht at random.", ,4,5,4,5,5,5,5,5,5,6,6,5,4,4,5,5,2,4,4,5,4,4,3,3,3,4,4,1,24,7, ,7, ,2, ,1,1,SWE-3NA-009,1,1,1,0,0,1,0,0,0,0,0,0,0, ,12,15,35,30,0,0,60,0,0,0,0,0,0,0,5,4.33333333333333,3.5,3,4,3.25
35,2,10/8/2021 13:48:35,17,de,1970212406,10/8/2021 13:24:21,10/8/2021 13:48:35,BE15026M,1,3,1,4,4,Technische Fehlfunktionen sind nicht aufgetreten.,Einstellungen zur Erscheinung der Benutzeroberfläche.,"Möglichkeit mehrere Bilder gleichzeitig und Videos zu teilen. Nach dem man auf Share gedrückt hat, sollte das Bild automatisch in der App gelöscht werden.", ,5,5,6,7,7,6,6,6,5,7,7,6,6,5,5,6,1,6,2,3,2,1,2,4,5,2,4,1,18,7, ,2, ,2, ,1,1,SWE-3NA-009,1,1,0,0,0,0,1,0,0,0,0,1,0, ,7,30,20,0,0,0,180,5,0,0,0,0,3,60,6.08333333333333,5.33333333333333,2.66666666666667,2,2,1.75
12,2,10/7/2021 10:27:20,17,de,835122523,10/7/2021 10:07:57,10/7/2021 10:27:20,BO25028L,0,1,0,1,1,Bei mir gab es keine technischen Probleme.,"Es war alles sehr übersichtlich und klar. Es bräuchte höchstens eine Einführung, damit jeder versteht, mit welchen Buttons man was genau machen kann.","Eine Funktion für das Einfügen von verschiedenen Symbol könnte interessant sein. Ich beziehe mich hierbei auf Symbole und Charakter, die auf der Tastatur eines üblichen Smartphones nicht zu finden sind.","Allgemein verstehe ich den Zweck der App nicht sehr gut, da die Funktion der App eigentlich nur ein Umweg ist.",3,5,5,7,7,6,7,7,5,7,7,6,6,2,2,3,2,4,3,5,2,4,5,6,6,5,4,1,19,7, ,1, ,2, ,1,1,SWE-3NA-009,1,1,0,0,0,1,1,0,0,0,0,0,0, ,6,30,30,0,0,0,120,60,0,0,0,0,0,0,6,3.33333333333333,4.66666666666667,5,4,3.5
18,2,10/7/2021 12:03:31,17,de,1642866078,10/7/2021 11:01:49,10/7/2021 12:03:31,BR26025B,0,1,0,1,1,"Die einzige Fehlfunktion war bei mir, wenn man das foto in Enagram fertig hat und dann zu Instagram wechselt, wird das Bild nicht mehr angezeigt. Wenn sich zB die Story in Instagram öffnet, ist dort also nur ein grauer Bildschirm und nicht das Bild, dass ich posten wollte.","Ich finde, es waren zu wenige Funktionen. Die App ist einfach zu benutzten aber kann nichts, was man nicht auch in Instagram machen kann.","Mehr Funktionen. Zum Beispiel Filter oder Bearbeitungsmöglichkeiten die Instagram nicht hat. Oder verschiedene Ordner, in denen man die Entwürfe speichern kann.","Ich verstehe den Sinn der App nicht wirklich, da es um einiges einfacher ist einfach in Instagram alles zu machen, statt eine andere app zu haben und dies dann rüberzubringen.",5,4,4,5,5,5,4,3,3,5,5,5,3,3,3,3,6,3,6,5,3,4,5,5,5,5,4,1,19,7, ,2, ,2, ,1,1,SWE-3NA-009,1,1,0,0,1,1,1,0,0,0,0,0,0, ,6,90,120,5,2,5,180,20,0,0,0,0,0,0,4.41666666666667,3,4.5,5,5,5.5
3,2,10/7/2021 9:38:28,17,de,1326871862,10/7/2021 9:05:48,10/7/2021 9:38:28,FR02898A,3,0,1,3,1,"Es gab eine Reihe von technischen Fehlfunktionen:  - App abgestürzt (mehrmals) - Performanceverluste beim Laden in Google Chrome, Ladezeit der Webseiten hat sich nahezu vervierfacht  Diese einfache App beeinträchtigt die Gesamtperformance des Geräts.","Die App war sehr einfach aufgebaut, fast zu einfach.  Designtechnisch wurden keine Priorität gelegt, lediglich auf die Funktionalität. Es gab nur zwei Knöpfe ""Browse"" und ""Share"". Es war nicht eindeutig mit welchem Profil die Uploads erfolgen werden. Nach einiger Recherche ist dann aufgefallen, dass mit dem zuletzt geöffneten Instagram-Profil veröffentlicht wird.",Performanceoptimierung für Android-betriebene Endgeräte, ,6,6,6,6,6,6,6,6,5,7,7,6,5,3,5,4,5,5,5,5,6,5,6,6,6,5,4,1,31,7, ,9, ,6, ,1,1,SWE-3NA-009,1,1,0,1,1,0,0,1,0,0,0,1,0, ,12,15,45,0,15,1,0,0,10,0,0,0,0,0,6.08333333333333,4.33333333333333,5.66666666666667,4,3,4.25
21,2,10/7/2021 11:55:35,17,de,1556059505,10/7/2021 11:32:43,10/7/2021 11:55:35,GR12018H,0,5,1,5,6,Ich hatte keine Erfahrung mit den hier aufgeführten Problemen. Bei mir hat bei der App alles so funktioniert wie es beschrieben wurde.,"Das Design war etwas rudimentär, allerdings ist dies ja bei einer Alpha/Beta Version nichts überraschendes. Ich bin mir sicher, das soll sowieso geändert werden. Die Buttons waren grundsätzlich übersichtlich. Mir persönlich wäre die Zusatzfunktion wichtig, dass bei einer Privatnachricht der in der App verfasste Text direkt als Nachricht mitgeschickt wird. Mir ist aber auch bewusst, dass dieses Problem angesprochen wurde und es insofern bis zur Veröffentlichung wahrscheinlich behoben bzw. hinzugefügt wird.","Ich persönlich verstehe den Sinn der täglichen Hinweise bzw. Tipps nicht ganz. Ich nehme an, die Idee wäre, die*den User*innen auf potentiell negative Ereignisse nach senden/postens des Bildes aufmerksam zu machen. Allerdings denke ich mir, dass dies kaum auf Anklang stoßen wird. In der heutigen Zeit ist jedes Feld, das angeclickt werden muss, bevor das Bild gepostet wird, eine Hürde die nicht gern gesehen ist. Gleichzeitig kam die Nachricht, wenn mich nicht alles täuscht, lediglich 1x pro Tag. Insofern kann man eventuell argumentieren, dass es kein allzu großes Hindernis ist. Jedoch definitiv ebenso keine allzu große Hilfestellung. Wenn die Target Audience Kinder sind, wäre das potentiell sinnvoll, ansonsten sehe ich da nicht wirklich einen Sinn.",-,5,5,5,6,6,6,4,4,4,5,5,5,2,1,1,1,2,1,5,6,5,3,3,6,5,6,4,1,20,7, ,2, ,2, ,1,1,SWE-3NA-009,1,1,1,0,0,1,1,1,0,0,0,1,0, ,7,30,15,60,0,0,120,25,360,0,0,0,5,0,5,1.33333333333333,4.66666666666667,7,7,5.25
36,2,10/8/2021 23:21:51,17,de,586179939,10/8/2021 22:54:07,10/8/2021 23:21:51,LA01884A,0,2,1,2,3,"Login war problemlos, Bilder wurden problemlos übertragen aber der text/hashtags waren oft nicht dabei","Benutzerfreundlich: Möglichkeit mehrere Bilder auf einmal zu Posten, Bild könnte größeren Raum einnehmen (damit man bei vielen ähnlichen das richtige erkennt), beim aufs Bild tippen Funktion einbauen (z.B. bearbeiten oder auswählen), entweder Login abschaffen (weil der Account ja sowieso nichts tut) oder Mehrwert anbieten","Post-vorlagen (damit man bei ähnlichen posts z.B. immer die gleichen hashtags auswählen kann, posts abspeichern damit man sie später posten kann, auto-post Funktion von abgespeicherten posts (z.B. 1x am tag)",Die Tipps waren ein bisschen herablassend - wer Bilder von sich postet weiß ja was sie oder er tut. Und jemand der sich die mühe macht mit einer extra-app zu posten (vorausgesetzt sie hat tatsächlich Mehrwert zu instagram) postet z.B. jeden Tag einen comic oder ein Bild und nicht besoffene Nacktfotos. (BTW ein Arbeitgeber der seine Mitarbeiter bei insta stalkt sollte sich vielleicht nochmal überlegen was er sich bei Angestellten wünscht - wenn es kein Social Media-Job ist ist es wahrscheinlich vollständig irrelevant was die Person so postet),1,2,2,5,5,5,6,6,4,5,6,4,2,2,2,1,3,1,7,7,1,2,7,7,7,7,4,1,33,7, ,1, ,9, ,1,1,SWE-3NA-009,1,1,1,0,0,1,0,1,1,0,0,1,0, ,20,60,5,10,0,0,60,0,10,2,0,0,20,0,4.25,2,5.16666666666667,7,7,6
13,2,10/7/2021 10:28:57,17,de,141296648,10/7/2021 10:10:43,10/7/2021 10:28:57,LU09937D,1,1,1,2,2,Keine,"Ich hätte es gerne gehabt, dass man Instagram quasi durch die App benutzen kann. Ich teile gerne auch Bilder von anderen (Memes usw.) in meinen Stories - das war mir natürlich nicht möglich, auch durch die App zu machen.",-,"Ich fand die Anmerkungen und Tipps, die man manchmal bekommen hat, wenn man etwas teilt, sehr gut und hilfreich. Mir war das zwar alles bekannt, dennoch fand ich sie gut.",5,6,7,6,4,3,7,7,4,6,6,4,2,2,1,1,4,1,5,5,4,4,4,4,6,5,4,1,28,7, ,7, ,2, ,1,1,SWE-3NA-009,1,1,1,1,1,0,0,0,0,0,0,0,0, ,18,20,60,5,15,0,0,0,0,0,0,0,0,0,5.41666666666667,1.66666666666667,4.5,7,7,5.75
4,2,10/7/2021 9:29:53,17,de,1325054872,10/7/2021 9:05:52,10/7/2021 9:29:53,SC26027N,0,1,1,1,2,"kein, alles hat gut funktioniert",eventuell mehr Funktionen im Allgemeinen. Es war ein wenig langweilig,"ein besseres Design für die Nutzeroberfläche. Es ist eher eintönig, evtl. Personalisierung","Enagram ist eine App die Funktinen übernimmt, die man direkt in der App Instagram übernehmen kann. Ich weiß nicht ob das dann so nützlich ist",5,6,7,2,1,2,7,6,6,7,6,5,2,1,3,3,6,2,5,6,1,3,5,5,6,5,4,1,18,5, ,1, ,1, ,1,1,SWE-3NA-009,1,1,0,1,1,1,1,1,1,0,0,0,0, ,10,60,40,0,0,0,60,45,10,5,0,0,0,0,5,2,4.16666666666667,5,6,5.5
8,2,10/7/2021 9:50:07,17,de,328028126,10/7/2021 9:24:53,10/7/2021 9:50:07,VE20928K,5,5,1,10,6,Am Anfang konnte ich nicht auf Instagram Stories teilen (nur Post oder DM). Das Problem ging dann allerdings von alleine weg.  Ab und an ist Instagram beim Teilen von Enagram abgestürzt aber ich glaube das hatte eher mit Instagram zu tun.,"Das Texteingabefeld kam mir nicht ganz schlüssig vor. Wenn ich sort etwas eingab und dann versuchte auf Insta Stories zu teilen, war der Text verschwunden und ich musste ihn nochmal manuell bei Insta eingeben.  Man konnte immer nur einzelne Bilder teilen. Das ist etwas umständlich.","Da die App Enagram keine Bearbeitungsfunktion für Bilder beinhaltet und auch den Text, den man eingibt, nicht übernimmt, sehe ich jetzt nicht den Vorteil oder wieso man diese App überhaupt benutzen sollte. Das Logo sieht super aus, aber an sich hat das App Design eher was von einer Website aus den späten 90ern. Ich würde vielleicht nochmal am Design arbeiten.","Ich fand auch die ""Fakten"", die eingeblendet wurden sehr interessant. Ich teile kaum kontroverse Dinge auf Instagram, z.B. Themen zu tun mit Religion, etc., da ich Instagram eher als die oberflächlichste Social Media Platform wahrnehme. Deswegen hatten diese Warnungen kaum Einfluss auf meine Entscheidung etwas zu posten oder nicht. Mein Instagram ist eh auf privat gestellt und ich habe eine ""close friends"" Liste für Themen die ich nur mit bestimmten Menschen teilen möchte.",4,3,4,5,2,2,5,5,5,6,6,4,3,4,3,3,5,4,5,5,2,2,2,5,3,1,4,1,28,7, ,8, ,3, ,1,1,SWE-3NA-009,1,1,0,1,1,0,0,1,0,1,0,0,0, ,15,60,10,0,1,1,0,0,60,0,5,0,0,20,4.25,3.33333333333333,2.5,5,4,4.75
